StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,1,2,3,4,5,6_1,6_2,6_3,6_4,6_5,6_6,6_7,6_8,7,8_1,8_2,8_3,8_4,9,10_1,10_2,10_3,10_4,11,12,13,14,15,16
2017-07-19 22:22:21,2017-07-19 22:43:46,IP Address,109.60.32.103,100,1285,True,2017-07-19 22:43:47,R_31ufB2E8ZbHZIna,,,,,45.733306884766,15.966705322266,social,EN,Self-drive,5,Level 2 - Adaptive Safety Features,Somewhat likely,Neither likely nor unlikely,1,2,6,3,8,7,4,5,$2500-5000,1,3,4,2,Fully-self driving cars will not be safe,4,1,3,2,Very concerned,Probably yes,20-30 years,Yes,10000-20000 kilometers,Male
2017-07-19 22:49:50,2017-07-19 22:55:31,IP Address,93.139.130.123,100,341,True,2017-07-19 22:55:32,R_2zx86aVybUoKiQI,,,,,46.368301391602,16.476699829102,social,EN,Self-drive,6,Level 3 - Partial self-drive,Somewhat likely,Neither likely nor unlikely,5,7,1,6,3,2,4,8,$0-2500,1,3,2,4,A fully self-driving car will free up my time and let me multitask,4,1,2,3,Very concerned,Probably yes,20-30 years,Yes,5000-10000 kilometers,Female
2017-07-19 23:36:34,2017-07-19 23:39:40,IP Address,31.45.226.227,100,186,True,2017-07-19 23:39:41,R_1YZdi0XDt89qcnf,,,,,45.090805053711,16.331695556641,social,EN,Self-drive,7,Level 3 - Partial self-drive,Somewhat likely,Somewhat likely,5,6,3,4,2,7,8,1,$2500-5000,1,3,2,4,I would trust a fully self-driving car to drive for me,1,3,4,2,Moderately concerned,Probably yes,20-30 years,Yes,10000-20000 kilometers,Male
2017-07-20 08:40:52,2017-07-20 08:44:48,IP Address,79.252.221.11,100,236,True,2017-07-20 08:44:49,R_2VxL8s9nUFb7ZRp,,,,,50.756393432617,6.0914001464844,anonymous,EN,Be driven by an autonomous car,5,Level 3 - Partial self-drive,Neither likely nor unlikely,Neither likely nor unlikely,5,4,6,7,1,3,8,2,$2500-5000,3,4,2,1,Traveling in a fully self-driving car will be a positive experience,4,2,3,1,Moderately concerned,Probably yes,40-50 years,Yes,5000-10000 kilometers,Female
2017-07-20 09:14:31,2017-07-20 09:20:16,IP Address,195.29.193.227,100,344,True,2017-07-20 09:20:17,R_2rkcH7N4MGwJrvP,,,,,45.800003051758,16,social,EN,Self-drive,7,Level 3 - Partial self-drive,Somewhat unlikely,Somewhat unlikely,4,5,2,8,3,6,7,1,$5000-7500,4,2,1,3,A fully self-driving car will free up my time and let me multitask,3,1,4,2,Moderately concerned,Probably yes,20-30 years,Yes,10000-20000 kilometers,Male
2017-07-20 10:22:32,2017-07-20 10:31:09,IP Address,193.78.85.153,100,516,True,2017-07-20 10:31:10,R_2qx8TF4UMpBL9Gu,,,,,52.239395141602,21.036193847656,social,EN,Self-drive,4,Level 3 - Partial self-drive,Somewhat likely,Somewhat unlikely,6,8,4,7,2,3,5,1,$5000-7500,1,3,2,4,Traveling in a fully self-driving car will be a positive experience,3,1,4,2,Moderately concerned,Definitely yes,20-30 years,Yes,10000-20000 kilometers,Female
2017-07-20 11:27:11,2017-07-20 11:31:27,IP Address,80.147.22.175,100,256,True,2017-07-20 11:31:28,R_3h6mA9Xyt0ItB5Y,,,,,51.299301147461,9.4909973144531,social,EN,Be driven by an autonomous car,8,Level 3 - Partial self-drive,Extremely likely,Neither likely nor unlikely,4,6,5,3,2,1,7,8,$2500-5000,2,3,1,4,A fully self-driving car will free up my time and let me multitask,4,1,3,2,Moderately concerned,Definitely yes,40-50 years,Yes,>20000 kilometers,Male
2017-07-20 13:57:10,2017-07-20 14:05:44,IP Address,120.138.116.43,100,514,True,2017-07-20 14:05:45,R_2XnyiX0omGjYolE,,,,,18.533294677734,73.86669921875,social,EN,Be driven by an autonomous car,8,Level 2 - Adaptive Safety Features,Somewhat likely,Extremely likely,2,7,8,1,5,6,4,3,$0-2500,1,4,2,3,Traveling in a fully self-driving car will be a positive experience,3,2,1,4,Moderately concerned,Definitely yes,20-30 years,Yes,>20000 kilometers,Male
2017-07-20 20:24:18,2017-07-20 20:28:25,IP Address,95.223.124.195,100,246,True,2017-07-20 20:28:26,R_2yeeZKDVvGWgYFM,,,,,50.100006103516,8.7666931152344,social,EN,Be driven by an autonomous car,3,Level 4 - Full self-drive,Extremely unlikely,Extremely unlikely,1,8,4,2,5,6,3,7,$5000-7500,1,4,2,3,A fully self-driving car will free up my time and let me multitask,1,2,3,4,Moderately concerned,Definitely yes,20-30 years,Yes,0-5000 kilometers,Female
2017-07-21 10:46:51,2017-07-21 10:50:32,IP Address,80.187.118.126,100,221,True,2017-07-21 10:50:33,R_1PR8TUf4IkJgL2u,,,,,51.299301147461,9.4909973144531,anonymous,EN,Be driven by an autonomous car,7,Level 2 - Adaptive Safety Features,Somewhat unlikely,Neither likely nor unlikely,1,3,2,7,4,5,6,8,$0-2500,1,2,3,4,Traveling in a fully self-driving car will be a positive experience,2,1,3,4,Moderately concerned,Probably yes,30-40 years,Yes,0-5000 kilometers,Male
2017-07-21 17:33:29,2017-07-21 17:38:22,IP Address,108.31.230.126,100,293,True,2017-07-21 17:38:23,R_2P4Jp7or6VHh3wF,,,,,39.131698608398,-77.28800201416,anonymous,EN,Self-drive,2,Level 1 - Basic Automation,Extremely unlikely,Somewhat unlikely,7,4,3,8,2,5,6,1,$0-2500,1,3,4,2,Fully-self driving cars will not be safe,3,1,4,2,Very concerned,Probably not,50-60 years,Yes,5000-10000 kilometers,Male
2017-07-22 11:32:32,2017-07-22 11:36:55,IP Address,88.153.7.146,100,263,True,2017-07-22 11:36:56,R_PXV7kt3Hd0azzz3,,,,,50.78840637207,6.1044006347656,anonymous,EN,Self-drive,8,Level 3 - Partial self-drive,Somewhat likely,Extremely likely,1,4,5,6,7,8,3,2,$0-2500,1,3,4,2,Traveling in a fully self-driving car will be a positive experience,3,2,1,4,Slightly concerned,Definitely yes,50-60 years,Yes,>20000 kilometers,Male
2017-07-22 20:25:27,2017-07-22 20:32:28,IP Address,178.203.234.218,100,420,True,2017-07-22 20:32:28,R_Tpcp7hePsCvYeWZ,,,,,50.120895385742,8.6965942382812,social,EN,Be driven by an autonomous car,7,Level 4 - Full self-drive,Neither likely nor unlikely,Somewhat likely,2,5,4,3,1,6,7,8,$5000-7500,2,4,1,3,Traveling in a fully self-driving car will be a positive experience,3,2,1,4,Moderately concerned,Definitely yes,20-30 years,Yes,10000-20000 kilometers,Male
2017-07-23 16:02:25,2017-07-23 16:07:44,IP Address,79.243.81.95,100,319,True,2017-07-23 16:07:46,R_2eXXBfmtphVgdB2,,,,,50.139007568359,8.6725006103516,anonymous,EN,Be driven by an autonomous car,9,Level 4 - Full self-drive,Somewhat likely,Extremely likely,1,8,2,5,7,6,4,3,$2500-5000,2,4,3,1,Traveling in a fully self-driving car will be a positive experience,3,1,2,4,Moderately concerned,Definitely yes,40-50 years,Yes,5000-10000 kilometers,Male
2017-07-23 17:13:44,2017-07-23 17:24:26,IP Address,116.75.2.12,100,642,True,2017-07-23 17:24:27,R_2EmlqxZCR2kayK6,,,,,18.533294677734,73.86669921875,social,EN,Self-drive,1,Level 2 - Adaptive Safety Features,Somewhat unlikely,Somewhat likely,3,7,1,2,5,6,8,4,$5000-7500,1,2,4,3,A fully self-driving car will free up my time and let me multitask,2,1,3,4,Very concerned,Definitely yes,20-30 years,Yes,0-5000 kilometers,Female
2017-07-24 07:45:29,2017-07-24 07:52:58,IP Address,59.184.33.156,100,449,True,2017-07-24 07:52:59,R_zUd9gC7VE8kN2RX,,,,,18.975006103516,72.825805664062,anonymous,EN,Self-drive,1,Level 2 - Adaptive Safety Features,Somewhat likely,Somewhat likely,8,6,7,1,4,2,5,3,$0-2500,1,4,3,2,Fully-self driving cars will not be safe,3,1,2,4,Very concerned,Might or might not,40-50 years,Yes,10000-20000 kilometers,Male
2017-07-24 11:06:17,2017-07-24 11:11:57,IP Address,208.104.48.247,100,339,True,2017-07-24 11:11:58,R_12sxoLahIQxKU3u,,,,,35.012100219727,-80.882102966309,social,EN,Be driven by an autonomous car,6,Level 4 - Full self-drive,Somewhat likely,Extremely likely,5,8,2,4,7,3,6,1,$2500-5000,2,3,1,4,Traveling in a fully self-driving car will be a positive experience,3,1,4,2,Very concerned,Definitely yes,30-40 years,Yes,0-5000 kilometers,Female
2017-07-24 12:28:04,2017-07-24 12:48:13,IP Address,86.153.135.239,100,1208,True,2017-07-24 12:48:14,R_Rtbsxbl2ow0k33H,,,,,51.316696166992,-0.53329467773438,anonymous,EN,Self-drive,4,Level 1 - Basic Automation,Extremely unlikely,Extremely unlikely,,,,,,,,,,2,3,4,1,,2,1,4,3,Very concerned,Might or might not,50-60 years,Yes,10000-20000 kilometers,Male
2017-07-24 16:27:13,2017-07-24 16:28:40,IP Address,165.225.72.164,100,14,True,2017-07-24 16:28:40,R_eVCgzU1nG3hecBL,,,,,52.400299072266,10.75309753418,anonymous,EN,Be driven by an autonomous car,8,Level 4 - Full self-drive,Somewhat likely,Extremely likely,1,7,5,8,3,4,6,2,$2500-5000,2,3,1,4,I would trust a fully self-driving car to drive for me,1,3,4,2,Moderately concerned,Definitely yes,20-30 years,Yes,5000-10000 kilometers,Female
2017-07-24 16:29:20,2017-07-24 16:30:50,IP Address,165.225.72.164,100,188,True,2017-07-24 16:30:50,R_eg7BnIWk90TEzDD,,,,,51.215698242188,6.7767028808594,anonymous,EN,Be driven by an autonomous car,7,Level 3 - Partial self-drive,Neither likely nor unlikely,Somewhat likely,7,6,4,8,2,3,5,1,$0-2500,1,3,2,4,Traveling in a fully self-driving car will be a positive experience,3,2,4,1,Very concerned,Probably yes,20-30 years,Yes,0-5000 kilometers,Female
2017-07-24 16:29:58,2017-07-24 16:35:32,IP Address,95.91.240.175,100,333,True,2017-07-24 16:35:33,R_3KGAVopTbXZkKFC,,,,,52.559906005859,13.385101318359,anonymous,EN,Be driven by an autonomous car,9,Level 4 - Full self-drive,Extremely likely,Extremely likely,3,4,1,8,6,5,7,2,$2500-5000,3,4,1,2,A fully self-driving car will free up my time and let me multitask,3,1,4,2,Moderately concerned,Definitely yes,40-50 years,Yes,0-5000 kilometers,Male
2017-07-24 18:02:18,2017-07-24 18:12:28,IP Address,92.147.87.245,100,610,True,2017-07-24 18:12:29,R_23UAnmyWkaElg77,,,,,48.638000488281,4.9456024169922,anonymous,EN,Self-drive,2,Level 1 - Basic Automation,Somewhat unlikely,Extremely unlikely,,,,,,,,,$2500-5000,2,4,3,1,Fully-self driving cars will not be safe,2,1,3,4,Very concerned,Definitely not,50-60 years,Yes,>20000 kilometers,Male
2017-07-24 18:54:34,2017-07-24 19:24:43,IP Address,190.96.79.98,100,1808,True,2017-07-24 19:24:43,R_3qx7J8ZMJ043sn6,,,,,-33.462493896484,-70.668197631836,anonymous,EN,Be driven by an autonomous car,5,Level 4 - Full self-drive,Extremely unlikely,Neither likely nor unlikely,1,5,2,6,4,3,7,8,$2500-5000,3,4,1,2,A fully self-driving car will free up my time and let me multitask,1,2,4,3,Moderately concerned,Definitely yes,20-30 years,Yes,0-5000 kilometers,Male
2017-07-24 21:23:13,2017-07-24 21:30:38,IP Address,88.153.7.237,100,444,True,2017-07-24 21:30:38,R_3sAJVMAMN9Yu0F6,,,,,50.778701782227,6.1085052490234,anonymous,EN,Self-drive,7,Level 4 - Full self-drive,Extremely likely,Extremely likely,6,4,1,5,8,7,3,2,$2500-5000,4,1,2,3,Traveling in a fully self-driving car will be a positive experience,3,1,2,4,Very concerned,Definitely yes,20-30 years,Yes,10000-20000 kilometers,Male
2017-07-24 21:50:15,2017-07-24 21:55:47,IP Address,189.34.100.75,100,331,True,2017-07-24 21:55:48,R_3I5C84iFZs7zpbJ,,,,,-25.425994873047,-49.266693115234,anonymous,EN,Be driven by an autonomous car,9,Level 4 - Full self-drive,Somewhat likely,Somewhat likely,1,4,7,8,5,6,2,3,$5000-7500,3,4,1,2,I would trust a fully self-driving car to drive for me,4,2,3,1,Very concerned,Definitely yes,20-30 years,Yes,0-5000 kilometers,Male
2017-07-25 06:26:10,2017-07-25 06:32:58,IP Address,49.14.65.118,100,408,True,2017-07-25 06:32:58,R_3R2Bj8vLnDpzkZM,,,,,18.533294677734,73.86669921875,social,EN,Be driven by an autonomous car,7,Level 3 - Partial self-drive,Extremely likely,Extremely likely,5,7,6,1,3,2,4,8,$0-2500,1,4,2,3,A fully self-driving car will free up my time and let me multitask,1,2,3,4,Very concerned,Definitely yes,30-40 years,Yes,5000-10000 kilometers,Female
2017-07-25 06:30:00,2017-07-25 06:38:53,IP Address,106.210.217.26,100,532,True,2017-07-25 06:38:54,R_2wNducXr0jMKmVT,,,,,18.533294677734,73.86669921875,social,EN,Be driven by an autonomous car,9,Level 4 - Full self-drive,Somewhat likely,Extremely likely,3,7,2,4,6,5,8,1,$2500-5000,2,3,1,4,A fully self-driving car will free up my time and let me multitask,3,1,4,2,Slightly concerned,Definitely yes,50-60 years,Yes,10000-20000 kilometers,Male
2017-07-25 06:49:41,2017-07-25 06:57:28,IP Address,103.51.211.248,100,467,True,2017-07-25 06:57:31,R_x5jMNQwvIihqGd3,,,,,18.533294677734,73.86669921875,social,EN,Self-drive,7,Level 2 - Adaptive Safety Features,Somewhat likely,Neither likely nor unlikely,4,3,6,1,7,8,2,5,$0-2500,1,3,2,4,Traveling in a fully self-driving car will be a positive experience,3,2,1,4,Moderately concerned,Probably yes,30-40 years,Yes,0-5000 kilometers,Female
2017-07-25 06:51:36,2017-07-25 06:58:25,IP Address,212.247.82.10,100,408,True,2017-07-25 06:58:25,R_2Y4FSsVfyCtfWNa,,,,,59.32470703125,18.055999755859,anonymous,EN,Be driven by an autonomous car,8,Level 4 - Full self-drive,Somewhat likely,Extremely likely,,,,,,,,,$0-2500,,,,,A fully self-driving car will free up my time and let me multitask,,,,,Moderately concerned,Definitely yes,50-60 years,Yes,>20000 kilometers,Male
2017-07-25 07:00:26,2017-07-25 07:05:44,IP Address,198.208.27.70,100,318,True,2017-07-25 07:05:45,R_1NlwGxjuBSQsgPU,,,,,50.11669921875,8.6833038330078,anonymous,EN,Self-drive,8,Level 2 - Adaptive Safety Features,Somewhat unlikely,Somewhat unlikely,1,3,8,4,5,6,2,7,$2500-5000,1,2,4,3,Traveling in a fully self-driving car will be a positive experience,3,2,4,1,Moderately concerned,Might or might not,50-60 years,Yes,10000-20000 kilometers,Male
2017-07-25 07:18:54,2017-07-25 07:32:15,IP Address,2.50.26.171,100,801,True,2017-07-25 07:32:16,R_1jZ0lRfCivZEVih,,,,,25.263900756836,55.30810546875,social,EN,Self-drive,4,Level 3 - Partial self-drive,Somewhat unlikely,Somewhat unlikely,1,5,6,2,7,3,8,4,$0-2500,1,2,3,4,Traveling in a fully self-driving car will be a positive experience,,,,,Very concerned,Probably yes,20-30 years,Yes,>20000 kilometers,Female
2017-07-25 07:30:47,2017-07-25 07:39:23,IP Address,203.19.2.3,100,515,True,2017-07-25 07:39:25,R_1ePFKzuCiUPRBPn,,,,,-33.925994873047,151.19351196289,social,EN,Be driven by an autonomous car,8,Level 3 - Partial self-drive,Somewhat likely,Somewhat likely,6,5,1,7,3,4,8,2,$2500-5000,2,3,1,4,A fully self-driving car will free up my time and let me multitask,2,1,3,4,Very concerned,Definitely yes,30-40 years,Yes,5000-10000 kilometers,Male
2017-07-25 08:45:47,2017-07-25 08:51:23,IP Address,134.94.162.248,100,336,True,2017-07-25 08:51:24,R_21p0zzkLoyLPW4O,,,,,50.92529296875,6.3627014160156,anonymous,EN,Be driven by an autonomous car,10,Level 3 - Partial self-drive,Somewhat likely,Extremely likely,5,7,1,6,3,4,8,2,$2500-5000,3,4,1,2,A fully self-driving car will free up my time and let me multitask,4,1,2,3,Slightly concerned,Definitely yes,30-40 years,Yes,10000-20000 kilometers,Male
2017-07-25 09:05:21,2017-07-25 09:13:46,IP Address,165.225.106.70,100,504,True,2017-07-25 09:13:47,R_1owdGjof8pkMz2D,,,,,18.975006103516,72.825805664062,social,EN,Be driven by an autonomous car,10,Level 2 - Adaptive Safety Features,Somewhat likely,Extremely likely,,,,,,,,,$2500-5000,2,3,1,4,Traveling in a fully self-driving car will be a positive experience,3,1,4,2,Moderately concerned,Probably yes,20-30 years,No,,Female
2017-07-25 09:26:15,2017-07-25 09:32:21,IP Address,80.187.102.60,100,365,True,2017-07-25 09:32:22,R_sOrqzgBHS1ZQvAd,,,,,51.299301147461,9.4909973144531,anonymous,EN,Be driven by an autonomous car,8,Level 3 - Partial self-drive,Somewhat likely,Somewhat likely,4,7,6,8,2,3,5,1,$2500-5000,1,4,2,3,I would trust a fully self-driving car to drive for me,3,1,4,2,Moderately concerned,Probably yes,50-60 years,Yes,10000-20000 kilometers,Male
2017-07-25 10:19:12,2017-07-25 10:31:21,IP Address,122.15.194.34,100,729,True,2017-07-25 10:31:22,R_1C6YpdmGI6CzMan,,,,,18.533294677734,73.86669921875,social,EN,Self-drive,1,Level 3 - Partial self-drive,Extremely likely,Extremely likely,3,7,5,1,2,6,4,8,$5000-7500,1,3,2,4,Fully-self driving cars will not be safe,1,3,2,4,Very concerned,Definitely yes,30-40 years,Yes,5000-10000 kilometers,Male
2017-07-25 10:26:40,2017-07-25 10:37:21,IP Address,217.86.85.51,100,641,True,2017-07-25 10:37:22,R_3mkva91Irl4uT9M,,,,,48.300094604492,11.908203125,anonymous,EN,Self-drive,3,Level 2 - Adaptive Safety Features,Somewhat unlikely,Somewhat unlikely,2,7,8,1,4,3,6,5,$0-2500,1,4,2,3,Traveling in a fully self-driving car will be a positive experience,3,2,1,4,Very concerned,Probably yes,>60 years,Yes,>20000 kilometers,Male
2017-07-25 10:32:51,2017-07-25 10:38:31,IP Address,122.15.194.34,100,340,True,2017-07-25 10:38:32,R_1PSOTPwLO1doLQs,,,,,18.533294677734,73.86669921875,social,EN,Self-drive,4,Level 2 - Adaptive Safety Features,Somewhat likely,Somewhat unlikely,1,4,5,2,3,7,8,6,$0-2500,1,3,2,4,Fully-self driving cars will not be safe,1,2,4,3,Very concerned,Probably yes,30-40 years,Yes,0-5000 kilometers,Male
2017-07-25 10:20:45,2017-07-25 10:43:09,IP Address,49.14.67.165,100,1344,True,2017-07-25 10:43:10,R_2Y2NYzKyweFx7lY,,,,,18.533294677734,73.86669921875,social,EN,Self-drive,6,Level 4 - Full self-drive,Somewhat likely,Extremely likely,1,8,3,2,5,6,4,7,$0-2500,1,4,2,3,I would trust a fully self-driving car to drive for me,3,2,1,4,Very concerned,Probably yes,30-40 years,Yes,>20000 kilometers,Male
2017-07-25 10:42:59,2017-07-25 10:48:37,IP Address,137.226.94.64,100,338,True,2017-07-25 10:48:38,R_tKRwcoFLH7X13Gh,,,,,50.778701782227,6.1085052490234,anonymous,EN,Self-drive,,Level 2 - Adaptive Safety Features,Somewhat likely,Somewhat unlikely,8,6,1,7,4,3,5,2,$0-2500,1,4,2,3,A fully self-driving car will free up my time and let me multitask,3,4,2,1,Moderately concerned,Probably yes,30-40 years,Yes,10000-20000 kilometers,Male
2017-07-25 11:37:31,2017-07-25 11:44:35,IP Address,37.201.5.164,100,423,True,2017-07-25 11:44:36,R_2rwm27AC3sDWmji,,,,,48.511001586914,9.2232055664062,anonymous,EN,Be driven by an autonomous car,9,Level 4 - Full self-drive,Neither likely nor unlikely,Neither likely nor unlikely,7,8,2,6,3,4,5,1,$2500-5000,3,4,1,2,A fully self-driving car will free up my time and let me multitask,3,1,2,4,Moderately concerned,Definitely yes,20-30 years,Yes,10000-20000 kilometers,Male
2017-07-25 12:02:31,2017-07-25 12:03:47,IP Address,165.225.72.129,100,219,True,2017-07-25 12:03:47,R_0dfIOPnvZakO3m5,,,,,52.239395141602,21.036193847656,anonymous,EN,Be driven by an autonomous car,7,Level 3 - Partial self-drive,Somewhat likely,Somewhat likely,1,7,4,8,3,2,6,5,$5000-7500,1,3,2,4,A fully self-driving car will free up my time and let me multitask,3,2,4,1,Slightly concerned,Probably yes,20-30 years,Yes,10000-20000 kilometers,Female
2017-07-25 12:04:19,2017-07-25 12:05:38,IP Address,165.225.72.129,100,21,True,2017-07-25 12:05:38,R_6RmIaj0WPYyvtMp,,,,,19.199996948242,72.966705322266,anonymous,EN,Be driven by an autonomous car,4,Level 2 - Adaptive Safety Features,Neither likely nor unlikely,Somewhat likely,1,4,5,2,7,8,3,6,$0-2500,1,2,4,3,Traveling in a fully self-driving car will be a positive experience,3,2,1,4,Very concerned,Probably yes,30-40 years,Yes,5000-10000 kilometers,Female
2017-07-25 10:46:45,2017-07-25 12:19:03,IP Address,171.50.245.28,100,5537,True,2017-07-25 12:19:03,R_2b12UJjbqdjkAG6,,,,,18.975006103516,72.825805664062,social,EN,Self-drive,1,Level 2 - Adaptive Safety Features,Extremely likely,Neither likely nor unlikely,,,,,,,,,$0-2500,4,1,2,3,Fully-self driving cars will not be safe,1,4,2,3,Slightly concerned,Probably yes,20-30 years,Yes,5000-10000 kilometers,Female
2017-07-25 12:09:14,2017-07-25 13:01:48,IP Address,165.225.72.129,100,18,True,2017-07-25 13:01:48,R_3fvuh8jKB0ml8qN,,,,,18.533294677734,73.86669921875,anonymous,EN,Be driven by an autonomous car,3,,Somewhat unlikely,Somewhat unlikely,1,3,6,2,8,7,4,5,$0-2500,1,3,4,2,Fully-self driving cars will not be safe,1,2,4,3,Very concerned,Might or might not,30-40 years,Yes,5000-10000 kilometers,
2017-07-25 13:15:01,2017-07-25 13:20:46,IP Address,128.7.130.55,100,344,True,2017-07-25 13:20:47,R_OiAB5ipj10XsPAZ,,,,,50.621307373047,7.1259002685547,anonymous,EN,Be driven by an autonomous car,6,Level 4 - Full self-drive,Somewhat likely,Somewhat likely,1,3,2,4,5,6,7,8,$0-2500,1,4,2,3,A fully self-driving car will free up my time and let me multitask,1,3,2,4,Slightly concerned,Definitely yes,30-40 years,Yes,5000-10000 kilometers,Male
2017-07-25 13:25:49,2017-07-25 13:27:08,IP Address,165.225.72.129,100,46,True,2017-07-25 13:27:08,R_7WYlqdgpBmazZcN,,,,,37.751007080078,-97.821998596191,anonymous,EN,Be driven by an autonomous car,5,Level 3 - Partial self-drive,Somewhat unlikely,Neither likely nor unlikely,1,2,4,3,5,7,6,8,$0-2500,1,4,2,3,A fully self-driving car will free up my time and let me multitask,3,1,4,2,Very concerned,Probably yes,20-30 years,Yes,5000-10000 kilometers,Female
2017-07-25 13:34:51,2017-07-25 13:36:15,IP Address,165.225.72.129,100,26033,True,2017-07-25 13:36:15,R_ekEIuauh1rmi49D,,,,,52.239395141602,21.036193847656,anonymous,EN,Be driven by an autonomous car,8,Level 4 - Full self-drive,Somewhat likely,Extremely likely,6,7,4,8,2,3,5,1,$0-2500,2,3,1,4,I would trust a fully self-driving car to drive for me,2,3,4,1,Moderately concerned,Definitely yes,30-40 years,Yes,0-5000 kilometers,Female
2017-07-25 13:28:52,2017-07-25 13:42:11,IP Address,89.204.138.119,100,799,True,2017-07-25 13:42:12,R_2urOluev2Bwt6yN,,,,,52.512298583984,13.439407348633,anonymous,EN,Self-drive,3,Level 2 - Adaptive Safety Features,Neither likely nor unlikely,Somewhat unlikely,1,4,8,2,6,7,3,5,$2500-5000,1,4,2,3,Traveling in a fully self-driving car will be a positive experience,4,1,2,3,Moderately concerned,Probably not,20-30 years,Yes,10000-20000 kilometers,Female
2017-07-25 13:57:18,2017-07-25 13:58:24,IP Address,165.225.72.129,100,53,True,2017-07-25 13:58:24,R_2hnzhdSxdAJZoBn,,,,,47.657806396484,9.4851989746094,anonymous,EN,Be driven by an autonomous car,3,Level 3 - Partial self-drive,Neither likely nor unlikely,Somewhat likely,5,7,1,8,3,2,6,4,$0-2500,1,3,2,4,A fully self-driving car will free up my time and let me multitask,1,2,4,3,Moderately concerned,Might or might not,30-40 years,Yes,0-5000 kilometers,Female
2017-07-25 14:38:05,2017-07-25 14:47:09,IP Address,49.35.9.122,100,543,True,2017-07-25 14:47:11,R_2YP6Ecssv8bQ5kU,,,,,18.533294677734,73.86669921875,social,EN,Self-drive,4,Level 2 - Adaptive Safety Features,Neither likely nor unlikely,Somewhat likely,5,6,3,2,1,4,7,8,$5000-7500,3,2,1,4,Fully-self driving cars will not be safe,3,1,4,2,Moderately concerned,Probably yes,20-30 years,Yes,0-5000 kilometers,Male
2017-07-25 14:47:47,2017-07-25 14:49:22,IP Address,165.225.72.129,100,84,True,2017-07-25 14:49:22,R_5vVXD0NzNo02DKB,,,,,47.614501953125,-122.34799957275,anonymous,EN,Self-drive,4,Level 3 - Partial self-drive,Somewhat unlikely,Neither likely nor unlikely,1,7,6,2,5,4,8,3,$0-2500,1,2,3,4,A fully self-driving car will free up my time and let me multitask,3,2,1,4,Very concerned,Probably yes,20-30 years,Yes,0-5000 kilometers,Female
2017-07-25 15:52:10,2017-07-25 15:53:11,IP Address,165.225.72.129,100,87,True,2017-07-25 15:53:11,R_8JqhvEtpeUloOtT,,,,,57.716705322266,11.966705322266,anonymous,EN,Self-drive,1,Level 1 - Basic Automation,Extremely unlikely,Somewhat unlikely,2,3,5,1,6,7,4,8,$0-2500,1,2,4,3,Fully-self driving cars will not be safe,2,3,1,4,Very concerned,Probably not,20-30 years,Yes,0-5000 kilometers,Female
2017-07-25 15:55:38,2017-07-25 16:16:10,IP Address,165.225.72.129,100,39,True,2017-07-25 16:16:10,R_bQujyiWeQbR7TsV,,,,,18.533294677734,73.86669921875,anonymous,EN,Be driven by an autonomous car,7,Level 4 - Full self-drive,Neither likely nor unlikely,Somewhat likely,7,6,4,8,2,3,5,1,$0-2500,2,3,1,4,I would trust a fully self-driving car to drive for me,2,3,4,1,Slightly concerned,Definitely yes,20-30 years,Yes,0-5000 kilometers,Female
2017-07-25 16:47:54,2017-07-25 16:48:52,IP Address,165.225.72.129,100,130,True,2017-07-25 16:48:52,R_dirqpXJth9uw2kR,,,,,50.103897094727,8.6885986328125,anonymous,EN,Be driven by an autonomous car,9,Level 4 - Full self-drive,Somewhat likely,Extremely likely,1,6,3,7,5,4,8,2,$2500-5000,2,3,1,4,I would trust a fully self-driving car to drive for me,1,3,4,2,Slightly concerned,Definitely yes,20-30 years,Yes,5000-10000 kilometers,Female
2017-07-25 17:40:07,2017-07-25 17:44:02,IP Address,193.78.85.153,100,234,True,2017-07-25 17:44:04,R_1jp37pabcGRkLKA,,,,,52.239395141602,21.036193847656,social,EN,Be driven by an autonomous car,6,Level 3 - Partial self-drive,Somewhat likely,Somewhat unlikely,4,8,3,6,1,2,7,5,$2500-5000,3,2,1,4,A fully self-driving car will free up my time and let me multitask,,,,,Very concerned,Definitely yes,40-50 years,Yes,10000-20000 kilometers,Male
2017-07-25 18:05:00,2017-07-25 18:12:19,IP Address,64.129.72.156,100,438,True,2017-07-25 18:12:20,R_265f5s1TgirQQcC,,,,,39.614807128906,-104.95590209961,anonymous,EN,Be driven by an autonomous car,10,Level 2 - Adaptive Safety Features,Neither likely nor unlikely,Somewhat likely,1,2,6,7,4,5,8,3,$0-2500,1,4,3,2,Traveling in a fully self-driving car will be a positive experience,3,1,2,4,Slightly concerned,Definitely yes,40-50 years,Yes,10000-20000 kilometers,Male
